"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"1046",2015,"6/30/2015","Alaska","34 MI",64.82362,-166.03636,"R","6LX","FELG","6LX","FELG","AHY",,"","","","","NRH",""
"1047",2015,"7/2/2015","Alaska","34 MI",64.81711,-166.01271,"R","1AH","FEDG","1AH","FEDG","AHY",,"","","","","JAJ",""
"1048",2015,"7/4/2015","Alaska","37 MI",64.84496,-166.08517,"R","1AU","FEDG","1AU","FEDG","AHY",,"SAT","","Retained","","JAJ",""
"1049",2015,"7/4/2015","Alaska","34 MI",64.82533,-166.03105,"R","6LX","FELG","6LX","FELG","AHY",,"","","","","JAJ",""
"1050",2015,"7/4/2015","Alaska","37 MI",64.8419,-166.08116,"R","6TM","FELG","6TM","FELG","AHY",,"SAT","","Retained","","JAJ",""
"1051",2015,"7/4/2015","Alaska","37 MI",64.84789,-166.08891,"R","6UP","FELG","6UP","FELG","AHY",,"SAT","","Retained","","JAJ",""
"1052",2015,"7/4/2015","Alaska","37 MI",64.84328,-166.08405,"R","6XN","FELG","6XN","FELG","AHY",,"SAT","","Retained","","JAJ",""
"1053",2015,"7/6/2015","Alaska","37 MI",64.87,-166.1037,"R","1AL","FEDG","1AL","FEDG","L",,"","","","","JAJ",""
"1054",2015,"7/6/2015","Alaska","37 MI",64.87,-166.1037,"R","1AM","FEDG","1AM","FEDG","L",,"","","","","JAJ",""
"1055",2015,"7/6/2015","Alaska","37 MI",64.87,-166.1037,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","JAJ",""
"1056",2015,"7/9/2015","Alaska","37 MI",64.84395,-166.06029,"R","1AP","FEDG","1AP","FEDG","L",,"","","","","CWW",""
"1057",2015,"7/9/2015","Alaska","37 MI",64.84395,-166.06029,"R","1AT","FEDG","1AT","FEDG","L",,"","","","","CWW",""
"1058",2015,"7/9/2015","Alaska","37 MI",64.84247,-166.09344,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","LHD",""
"1059",2015,"7/10/2015","Alaska","37 MI",64.84536,-166.08011,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","NRH",""
"1060",2015,"7/10/2015","Alaska","37 MI",64.84733,-166.05414,"R","1AP","FEDG","1AP","FEDG","L",,"","","","","CWW",""
"1061",2015,"7/10/2015","Alaska","37 MI",64.84733,-166.05414,"R","1AT","FEDG","1AT","FEDG","L",,"","","","","CWW",""
"1062",2015,"7/10/2015","Alaska","37 MI",64.84536,-166.08011,"R","1AV","FEDG","1AV","FEDG","L",,"","","","","NRH",""
"1063",2015,"7/10/2015","Alaska","37 MI",64.84536,-166.08011,"R","1AX","FEDG","1AX","FEDG","L",,"","","","","NRH",""
"1064",2015,"7/10/2015","Alaska","37 MI",64.84393,-166.07066,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","NRH",""
"1065",2015,"7/10/2015","Alaska","37 MI",64.84499,-166.06076,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","CWW",""
"1066",2015,"7/10/2015","Alaska","37 MI",64.84499,-166.06076,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","CWW",""
"1067",2015,"7/12/2015","Alaska","37 MI",64.84502,-166.09294,"R","1AV","FEDG","1AV","FEDG","L",,"","","","","NRH",""
"1068",2015,"7/12/2015","Alaska","37 MI",64.84502,-166.09294,"R","1AX","FEDG","1AX","FEDG","L",,"","","","","NRH",""
"1069",2015,"7/12/2015","Alaska","37 MI",64.84088,-166.06602,"R","1AY","FEDG","1AY","FEDG","L",,"","","","","NRH",""
"1070",2015,"7/12/2015","Alaska","37 MI",64.84502,-166.09294,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","NRH",""
"1071",2015,"7/12/2015","Alaska","37 MI",64.84088,-166.06602,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","NRH",""
"1072",2015,"7/12/2015","Alaska","37 MI",64.84807,-166.05675,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","NRH",""
"1073",2015,"7/12/2015","Alaska","37 MI",64.84502,-166.09294,"R","1CY","FEDG","1CY","FEDG","L",,"","","","","NRH",""
"1074",2015,"7/12/2015","Alaska","37 MI",64.84088,-166.06602,"R","1EH","FEDG","1EH","FEDG","L",,"","","","","NRH",""
"1075",2015,"7/12/2015","Alaska","37 MI",64.84088,-166.06602,"R","1EY","FEDG","1EY","FEDG","L",,"","","","","NRH",""
"1076",2015,"7/14/2015","Alaska","37 MI",64.84282,-166.06282,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","CWW",""
"1077",2015,"7/14/2015","Alaska","37 MI",64.84282,-166.06282,"R","1EX","FEDG","1EX","FEDG","L",,"","","","","CWW",""
"1078",2015,"7/15/2015","Alaska","37 MI",64.86456,-166.06891,"R","1CV","FEDG","1CV","FEDG","L",,"","","","","NRH",""
"1079",2015,"7/15/2015","Alaska","37 MI",64.86456,-166.06891,"R","1CX","FEDG","1CX","FEDG","L",,"","","","","NRH",""
"1080",2015,"7/16/2015","Alaska","37 MI",64.84204,-166.06746,"R","1AN","FEDG","1AN","FEDG","L",,"","","","","CWW",""
"1081",2015,"7/16/2015","Alaska","37 MI",64.84133,-166.06541,"R","1AP","FEDG","1AP","FEDG","L",,"","","","","CWW",""
"1082",2015,"7/16/2015","Alaska","37 MI",64.84133,-166.06541,"R","1AY","FEDG","1AY","FEDG","L",,"","","","","CWW",""
"1083",2015,"7/16/2015","Alaska","37 MI",64.84359,-166.08676,"R","1CC","FEDG","1CC","FEDG","L",,"","","","","NRH",""
"1084",2015,"7/16/2015","Alaska","37 MI",64.84085,-166.07178,"R","1CE","FEDG","1CE","FEDG","L",,"","","","","CWW",""
"1085",2015,"7/16/2015","Alaska","37 MI",64.84528,-166.08763,"R","1EJ","FEDG","1EJ","FEDG","L",,"","","","","CWW",""
"1086",2015,"7/16/2015","Alaska","37 MI",64.84359,-166.08676,"R","1EL","FEDG","1EL","FEDG","L",,"","","","","NRH",""
"1087",2015,"7/16/2015","Alaska","37 MI",64.84204,-166.06746,"R","1EY","FEDG","1EY","FEDG","L",,"","","","","CWW",""
"1088",2015,"7/18/2015","Alaska","37 MI",64.8474,-166.08989,"R","1AY","FEDG","1AY","FEDG","L",,"","","","","NRH",""
"1089",2015,"7/19/2015","Alaska","37 MI",64.84406,-166.09804,"R","1AL","FEDG","1AL","FEDG","L",,"","","","","LHD",""
"1090",2015,"7/19/2015","Alaska","37 MI",64.84406,-166.09804,"R","1AY","FEDG","1AY","FEDG","L",,"","","","","LHD",""
"1091",2015,"7/20/2015","Alaska","34 MI",64.81561,-166.02551,"R","1CM","FEDG","1CM","FEDG","L",,"","","","","LHD",""
"1227",2015,"6/27/2015","Alaska","34 MI",64.82136,-166.03743,"C","1CJ","FEDG","1CJ","FEDG","L",,"","","","","VAP",""
"1228",2015,"6/27/2015","Alaska","34 MI",64.82136,-166.03743,"C","1CK","FEDG","1CK","FEDG","L",,"","","","","VAP",""
"1229",2015,"6/27/2015","Alaska","34 MI",64.82136,-166.03743,"C","1CN","FEDG","1CN","FEDG","L",,"","","","","VAP",""
"1230",2015,"6/27/2015","Alaska","34 MI",64.82136,-166.03743,"C","1CP","FEDG","1CP","FEDG","L",,"","","","","VAP",""
"1231",2015,"6/27/2015","Alaska","34 MI",64.81738,-166.00865,"C","1CL","FEDG","1CL","FEDG","L",,"","","","","VAP",""
